timestamp,query,action,intent_ms,backend_ms,result_ids,result_scores
2026-05-11 16:36:42,Playlist nào hợp để tập gym,DISCOVER_MUSIC,131.84,459.89,1i5SZL7Ngz0sYFaKmwieyw|2jbwrUF3CCe68kztsvLsNC|3COYA2vgfcUhDyRlVpZy5p|4vfhartd7HDWGJbdVIycEu|5C3fx9rdM4Bxf1MSOQC4Ym,58.15|58.1|58.1|58.07|58.07
2026-05-11 16:36:46,goi y nhac chill di,DISCOVER_MUSIC,52.21,300.29,3uT8QfoX0BE8ZJa4h98LDW|3Ids3RXurYBgySph53qWnB|5WkuMbkHX7yR7nnBKCn7tV|6Qwl74olNi1rl65FNxG5We|7dlgEjrK3lHbP786dshKDV,58.23|58.21|58.21|58.21|58.18
2026-05-11 16:36:49,Cần bài hát an ủi tôi lúc này,DISCOVER_MUSIC,72.61,328.37,3uT8QfoX0BE8ZJa4h98LDW|3Ids3RXurYBgySph53qWnB|5WkuMbkHX7yR7nnBKCn7tV|6Qwl74olNi1rl65FNxG5We|7dlgEjrK3lHbP786dshKDV,58.23|58.21|58.21|58.21|58.18
2026-05-11 16:36:56,Nhạc nào nghe để có động lực làm việc,DISCOVER_MUSIC,151.76,581.12,7uUuftbcr94tzGOCJSM25u|4nXrVH5xwN1w6TpmP7uu8n|6GM4ZOBDcDroldUxI8GZ2B|3T7XHOdRcyhKU3QCB6kZG3|41DlPJXKTCypXdf2eSqa03,58.34|58.34|58.31|58.26|58.21
2026-05-11 16:37:00,Nghe nhạc sung tung nóc nhà,DISCOVER_MUSIC,57.19,309.66,1i5SZL7Ngz0sYFaKmwieyw|2jbwrUF3CCe68kztsvLsNC|3COYA2vgfcUhDyRlVpZy5p|4vfhartd7HDWGJbdVIycEu|5C3fx9rdM4Bxf1MSOQC4Ym,58.15|58.1|58.1|58.07|58.07
2026-05-11 16:37:04,Nghe nhạc ru ngủ dễ đi vào giấc mộng,DISCOVER_MUSIC,111.23,316.49,3uT8QfoX0BE8ZJa4h98LDW|3Ids3RXurYBgySph53qWnB|5WkuMbkHX7yR7nnBKCn7tV|6Qwl74olNi1rl65FNxG5We|7dlgEjrK3lHbP786dshKDV,58.23|58.21|58.21|58.21|58.18
2026-05-11 16:37:15,Nhạc dằn vặt nội tâm,DISCOVER_MUSIC,123.77,606.27,6GUKRhIsWxA7VuZW8MKQLG|3x7Hh3zsE1wcXCU2G8l5tP|2wZAvkgiOE5tyrnqhB69KA|4CUvVaAYuXtvYURLFz7EIL|4nyoalDFgUaZOzIKqj3aS5,58.26|58.23|58.21|58.18|58.15
2026-05-11 16:37:19,Nghe nhạc xập xình,DISCOVER_MUSIC,67.68,297.76,1i5SZL7Ngz0sYFaKmwieyw|2jbwrUF3CCe68kztsvLsNC|3COYA2vgfcUhDyRlVpZy5p|4vfhartd7HDWGJbdVIycEu|5C3fx9rdM4Bxf1MSOQC4Ym,58.15|58.1|58.1|58.07|58.07
2026-05-11 16:37:24,Mở nhạc não nề,DISCOVER_MUSIC,61.51,310.61,6GUKRhIsWxA7VuZW8MKQLG|3x7Hh3zsE1wcXCU2G8l5tP|2wZAvkgiOE5tyrnqhB69KA|4CUvVaAYuXtvYURLFz7EIL|4nyoalDFgUaZOzIKqj3aS5,58.26|58.23|58.21|58.18|58.15
2026-05-11 16:37:29,Nhạc buồn da diết,DISCOVER_MUSIC,56.81,1611.52,3CmacJj7VC4W6daC8BWd0h|2wZAvkgiOE5tyrnqhB69KA|4CUvVaAYuXtvYURLFz7EIL|3x7Hh3zsE1wcXCU2G8l5tP|6GUKRhIsWxA7VuZW8MKQLG,64.33|64.33|64.31|54.76|52.94
2026-05-11 16:37:33,Nhạc vui bình yên chữa lành về tình yêu,DISCOVER_MUSIC,75.12,742.19,2qh5qdAMaxw9CF3q8cbto1,60.37
2026-05-11 16:37:54,"Đừng mở nhạc buồn nữa, bật bài nào vui vui lên",DISCOVER_MUSIC,205.52,1681.11,6GUKRhIsWxA7VuZW8MKQLG|0wvpRHXXuImyrccNEPAXBo|3x7Hh3zsE1wcXCU2G8l5tP|3Ids3RXurYBgySph53qWnB|6Hs2xIgB8nzyGFDvVA8lFa,53.91|53.91|53.88|53.85|53.82
2026-05-11 16:38:02,Nhạc thất tình chia tay nhưng bình yên đi,DISCOVER_MUSIC,80.08,1086.69,3uT8QfoX0BE8ZJa4h98LDW|7dlgEjrK3lHbP786dshKDV|5WkuMbkHX7yR7nnBKCn7tV|6Qwl74olNi1rl65FNxG5We|0e6fZkLArSmDIHnZcIua7t,68.94|68.9|64.33|64.33|64.31
2026-05-11 16:38:08,"Đang chạy deadline khuya, cho xin tí nhạc edm cháy máy",DISCOVER_MUSIC,97.29,504.5,1i5SZL7Ngz0sYFaKmwieyw|2jbwrUF3CCe68kztsvLsNC|3COYA2vgfcUhDyRlVpZy5p|4vfhartd7HDWGJbdVIycEu|5C3fx9rdM4Bxf1MSOQC4Ym,58.15|58.1|58.1|58.07|58.07
2026-05-11 16:38:13,Bài nào nghe thật sầu thảm khóc cạn nước mắt đi,DISCOVER_MUSIC,49.92,571.4,1ApIGNgp1azc0qB61x4GzG|5DB1UwivnS4gmcZ27TiYnE|3T7XHOdRcyhKU3QCB6kZG3|6kCU6i8iRrAAmJJ8Sj4JYC|3uT8QfoX0BE8ZJa4h98LDW,53.99|53.94|53.91|53.88|53.88
2026-05-11 16:38:20,Nhạc thất tình chia tay,DISCOVER_MUSIC,175.6,1068.98,1ApIGNgp1azc0qB61x4GzG|3T7XHOdRcyhKU3QCB6kZG3|3uT8QfoX0BE8ZJa4h98LDW|1K0HQ30Wc11okzlcnFA7Ub|7dlgEjrK3lHbP786dshKDV,59.91|59.83|59.81|59.78|59.76
2026-05-11 16:38:25,Nhạc thả thính crush,DISCOVER_MUSIC,99.62,604.72,3COYA2vgfcUhDyRlVpZy5p|1MQoZHbCAoL24LRCqLMnS9|4N99EuIjwSSFFFMDfTeOLU|6zhYXm6tb3kNYZ1xSvMh4h|3pmDpi2XUdGGInqXQbOIaM,52.76|52.69|52.66|52.48|52.48
2026-05-11 16:39:00,Bat nahc nhah va cag,DISCOVER_MUSIC,62.69,4080.12,6vSyybihp3S6rof4kIMuak|6i9DeSRJl6WdY43FdyG7Si|0iBlQqIH3Lx9MgCjQf9maI|3WcbWVCIzhL34CBTZt3HAY|5QkAC4sZiLibRKbEe4yH92,41.0|40.82|39.58|34.73|34.06
2026-05-11 16:40:28,Nhạc thả thính crush,DISCOVER_MUSIC,1836.37,1588.08,3COYA2vgfcUhDyRlVpZy5p|1MQoZHbCAoL24LRCqLMnS9|4N99EuIjwSSFFFMDfTeOLU|6zhYXm6tb3kNYZ1xSvMh4h|3pmDpi2XUdGGInqXQbOIaM,52.76|52.69|52.66|52.48|52.48
2026-05-11 16:44:34,nhacquayparty,DISCOVER_MUSIC,55.25,4384.7,1i5SZL7Ngz0sYFaKmwieyw|2jbwrUF3CCe68kztsvLsNC|3COYA2vgfcUhDyRlVpZy5p|4vfhartd7HDWGJbdVIycEu|5C3fx9rdM4Bxf1MSOQC4Ym,58.15|58.1|58.1|58.07|58.07
2026-05-11 16:44:50,Gợi ý nhạc ballad buồn tempo 100,DISCOVER_MUSIC,71.68,3009.78,5cn5oHiXJTLiuthgbgfkMh|1hhHm16FmHwdob8X95frcB|3vWCRttEOSRmXZs8jfAPSX|1ZFI7RyuyYAMPVJxOI5C2x|6koUxplkqtTXwXIftSEqny,75.01|74.32|74.07|72.66|66.59
2026-05-11 16:45:43,Nhạc buồn đang trending,DISCOVER_MUSIC,45.91,2481.84,1ApIGNgp1azc0qB61x4GzG|5DB1UwivnS4gmcZ27TiYnE|3T7XHOdRcyhKU3QCB6kZG3|6kCU6i8iRrAAmJJ8Sj4JYC|3uT8QfoX0BE8ZJa4h98LDW,53.26|53.1|53.02|52.94|52.94
