title,artists,featured_artists,source,spotify_popularity,spotify_release_date,spotify_genres,spotify_track_id,match_key,__key__,is_hit,file_name,total_plays,spotify_streams
Cảm Ơn,Will,Minh Tốc & Lam,zingmp3,0.0,2025-11-14,"v-pop, vietnam indie, vietnamese lo-fi",0djfbUERjJZby22gTdDhxL,camon||will,"('cảm ơn', 'will', 'lam, minh, tốc')",0.0,Cảm Ơn - Will.mp3,61000.0,2959.0
lâu phai,Kai Đinh,,bsides_non_hit,39.0,2024-07-01,"v-pop, vietnamese lo-fi, vietnam indie",6cExegHWCsbqWWTR6aR3sY,lauphai||kaidinh,"('lâu phai', 'kai, đinh', 'nan')",0.0,lâu phai.mp3,1000000.0,786591.0
sân ga đời anh,dương masterd,,zingmp3,0.0,2025-10-18,none,7Hq4Qu97GjkzDVY9IQEpgF,sangadoianh||duongmasterd,"('sân ga đời anh', 'dương, masterd', 'nan')",0.0,sân ga đời anh.mp3,151000.0,3248.0
sad nhân,(s)trong,,zingmp3,45.0,2025-09-24,"v-pop, vietnam indie",2FqWfZLNHJTXMYZIB5U3rw,sadnhan||strong,"('sad nhân', 's, trong', 'nan')",0.0,sad nhân.mp3,211000.0,331851.0
Deva n Diamonds,Puppy,,bsides_non_hit,10.0,2024-01-23,"v-pop, vietnamese hip hop",6CQ7VEDy0jKrm9NvhbEeGf,devandiamonds||puppy,"('deva n diamonds', 'puppy', 'nan')",0.0,Deva n Diamonds.mp3,3000.0,22748.0
đường tôi chở em về,buitruonglinh,,"new_hits_scraped_old, spotify",63.0,2020-07-03,"v-pop, vietnamese lo-fi, vietnam indie, vinahouse",27F22WcGDyl4Z2KylVJkXL,duongtoichoemve||buitruonglinh,"('đường tôi chở em về', 'buitruonglinh', 'nan')",1.0,đường tôi chở em về.mp3,87200000.0,30450894.0
Em Không Hiểu,Changg,,"new_hits_scraped, new_hits_scraped_old",61.0,2021-06-28,"v-pop, vietnam indie, vietnamese hip hop, vietnamese lo-fi",1izPmgSW7FV6XFdEOiTvOY,emkhonghieu||changg,"('em không hiểu', 'changg', 'nan')",1.0,Em Không Hiểu.mp3,613000.0,35514398.0
anh thua anh ta,gia huy singer,,zingmp3,20.0,2025-11-06,"vinahouse, v-pop",2JLbmO8Hs5LHJRUMxQefwM,anhthuaanhta||giahuysinger,"('anh thua anh ta', 'gia, huy, singer', 'nan')",1.0,anh thua anh ta.mp3,586000.0,29886.0
mất kết nối,dương domic,,"apple, nct, new_hits_scraped_old, spotify, zingmp3",66.0,2024-11-22,"v-pop, vietnamese hip hop",3CmacJj7VC4W6daC8BWd0h,matketnoi||duongdomic,"('mất kết nối', 'domic, dương', 'nan')",1.0,mất kết nối.mp3,68500000.0,49295957.0
Em Là Ai Trong Đôi Mắt Anh,Nguyễn Trung Đức,,new_hits_scraped,50.0,2022-01-18,"v-pop, vietnam indie",3DfGCmO02GLVHCsDO8CO09,emlaaitrongdoimatanh||nguyentrungduc,"('em là ai trong đôi mắt anh', 'nguyễn, trung, đức', 'nan')",1.0,Em Là Ai Trong Đôi Mắt Anh.mp3,0.0,4002419.0
Chấp Nhận,MANBO,,bsides_non_hit,24.0,2025-10-16,"vietnamese hip hop, v-pop, vietnam indie",64kXwf3h9uFwF14SRag4oH,chapnhan||manbo,"('chấp nhận', 'manbo', 'nan')",0.0,Chấp Nhận.mp3,433.0,21814.0
chuyện đôi ta,emcee l,muộii (starry night),"apple, new_hits_scraped, new_hits_scraped_old, spotify",67.0,2021-12-01,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",4CUvVaAYuXtvYURLFz7EIL,chuyendoita||emceel,"('chuyện đôi ta', 'emcee, l', 'muộii, night, starry')",1.0,chuyện đôi ta - emcee l.mp3,31200000.0,78489613.0
nắng có mang em về,shartnuss,"tr.d, phankeo","new_hits_scraped_old, spotify",68.0,2023-10-21,"v-pop, vietnam indie",6kCU6i8iRrAAmJJ8Sj4JYC,nangcomangemve||shartnuss,"('nắng có mang em về', 'shartnuss', 'd, phankeo, tr')",1.0,nắng có mang em về.mp3,8300000.0,32480018.0
cứ đổ tại cơn mưa (solo & piano),em xinh say hi,orange,zingmp3,41.0,2025-09-18,v-pop,2XMgt7faxpOomPIZN9TEK8,cudotaiconmuasolopiano||emxinhsayhi,"('cứ đổ tại cơn mưa solo & piano', 'em, hi, say, xinh', 'orange')",0.0,cứ đổ tại cơn mưa (solo & piano).mp3,418000.0,192562.0
Dưới Đáy Biển Sâu,Việt Anh,,bsides_non_hit,11.0,2025-02-28,"vinahouse, v-pop",2h6xMaouPKYpDhhXusn6iT,duoidaybiensau||vietanh,"('dưới đáy biển sâu', 'anh, việt', 'nan')",0.0,Dưới Đáy Biển Sâu.mp3,39000.0,4219.0
Khúc Cua Cuộc Đời,Danh Tuấn Trung,Ku Vàng,zingmp3,3.0,2025-11-15,"vinahouse, v-pop",21Q8HiUzRWtCVkeuTgme8v,khuccuacuocdoi||danhtuantrung,"('khúc cua cuộc đời', 'danh, trung, tuấn', 'ku, vàng')",0.0,Khúc Cua Cuộc Đời.mp3,20000.0,2767.0
Anh Ở Đây Mà,Đức Phúc,,bsides_non_hit,29.0,2025-01-20,"v-pop, vietnam indie, vinahouse",3XMNQ51G4mDsSa7o7QLJiS,anhodayma||ducphuc,"('anh ở đây mà', 'phúc, đức', 'nan')",0.0,Anh Ở Đây Mà.mp3,1000000.0,350931.0
anh lại say rồi,phan duy anh,t.a.p entertainment (producer t.a),zingmp3,23.0,2025-09-20,"vinahouse, v-pop, vietnamese bolero",2xO02FYqG0OKm53WwEU4FL,anhlaisayroi||phanduyanh,"('anh lại say rồi', 'anh, duy, phan', 'a, entertainment, p, producer, t')",0.0,anh lại say rồi.mp3,1100000.0,18055.0
từ chối nhẹ nhàng thôi,Bích Phương,,new_hits_scraped_old,51.0,2020-05-17,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",4Exp9kLCzcqu6bIcdtqbXI,tuchoinhenhangthoi||bichphuong,"('từ chối nhẹ nhàng thôi', 'bích, phương', '')",1.0,từ chối nhẹ nhàng thôi.mp3,6700000.0,23806753.0
Ý là?,Ronboogz,,bsides_non_hit,39.0,2024-12-24,"v-pop, vietnamese hip hop, vietnam indie",1VKlFm7chJFXVKffgKrsxt,yla||ronboogz,"('ý là?', 'ronboogz', 'nan')",0.0,Ý là.mp3,229000.0,538171.0
vài lần đón đưa,hà anh tuấn,,"apple, new_hits_scraped",36.0,2021-10-01,"v-pop, vietnam indie",3Lcjg6dwbrLWYj37WQgjOY,vailandondua||haanhtuan,"('vài lần đón đưa', 'anh, hà, tuấn', 'nan')",1.0,vài lần đón đưa.mp3,1900000.0,2258069.0
nhói lòng thuyền hoa (rock version),tlong,lkt media,zingmp3,4.0,2025-10-28,"vinahouse, v-pop, vietnamese lo-fi",2dbZRzKtHp4NSnFwECJp6g,nhoilongthuyenhoa||tlong,"('nhói lòng thuyền hoa rock version', 'tlong', 'lkt, media')",0.0,nhói lòng thuyền hoa (rock version).mp3,4099999.0,137884.0
chẳng thể cảm hóa,lương quý tuấn,an clock,zingmp3,43.0,2025-05-14,"vinahouse, v-pop",7GeFFX8J17502ne4TRDVSi,changthecamhoa||luongquytuan,"('chẳng thể cảm hóa', 'lương, quý, tuấn', 'an, clock')",1.0,chẳng thể cảm hóa.mp3,7400000.0,325573.0
Đánh Mất Em,Quang Đăng Trần,,"new_hits_scraped, new_hits_scraped_old",51.0,2020-09-23,"vietnamese lo-fi, v-pop, vinahouse",6PFJUHt3vJP3qApZG5QmPw,danhmatem||quangdangtran,"('đánh mất em', 'quang, trần, đăng', 'nan')",1.0,Đánh Mất Em - Quang Đăng Trần.mp3,205500000.0,2026733.0
vũ trụ song song,lyhan,,zingmp3,27.0,2025-11-11,v-pop,5xhufZL7XF5TUlXCC8yFch,vutrusongsong||lyhan,"('vũ trụ song song', 'lyhan', 'nan')",0.0,vũ trụ song song.mp3,59000.0,244245.0
Mỹ Nhân Ngư,Hannie,,bsides_non_hit,16.0,2021-08-05,"v-pop, vinahouse",5lTzvDaMMgHdznNoAnOH7o,mynhanngu||hannie,"('mỹ nhân ngư', 'hannie', 'nan')",0.0,Mỹ Nhân Ngư.mp3,1300000.0,47912.0
Đến Đây Được Rồi,Đức Trường,,bsides_non_hit,35.0,2025-03-01,v-pop,5Ybp7v0MDknovIKKoTkLdH,dendayduocroi||ductruong,"('đến đây được rồi', 'trường, đức', 'nan')",0.0,Đến Đây Được Rồi.mp3,38000.0,176113.0
Mặt Mộc,Phạm Nguyên Ngọc,,"new_hits_scraped, new_hits_scraped_old",53.0,2022-08-05,"v-pop, vietnam indie, vietnamese lo-fi",3dvkpe9FEekxxgaQtxOHQI,matmoc||phamnguyenngoc,"('mặt mộc', 'nguyên, ngọc, phạm', 'nan')",1.0,Mặt Mộc.mp3,45400000.0,16513513.0
ướt lòng,văn mai hương,,zingmp3,46.0,2025-07-29,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",6EkzQNe7SEAuFZbeo4Gf1S,uotlong||vanmaihuong,"('ướt lòng', 'hương, mai, văn', 'nan')",0.0,ướt lòng.mp3,2700000.0,1115004.0
Cause I Love You,Noo Phước Thịnh,,"new_hits_scraped, new_hits_scraped_old",57.0,2016-03-23,"v-pop, vinahouse",5vODf231esazyTFBRN6Tdc,causeiloveyou||noophuocthinh,"('cause i love you', 'noo, phước, thịnh', 'nan')",1.0,Cause I Love You.mp3,1700000.0,9491700.0
Ta Lại Say,Trịnh Đình Quang,,zingmp3,3.0,2025-11-13,"v-pop, vinahouse, vietnamese bolero",7woFnNPoypSl6iHkbFFLDE,talaisay||trinhdinhquang,"('ta lại say', 'quang, trịnh, đình', 'nan')",0.0,Ta Lại Say.mp3,238000.0,24874.0
Hai Người Hai Hướng,Pinky Vanh,,zingmp3,13.0,2025-11-20,"vinahouse, v-pop",2fOQ8dZsiwQaAEblqMUAAu,hainguoihaihuong||pinkyvanh,"('hai người hai hướng', 'pinky, vanh', 'nan')",0.0,Hai Người Hai Hướng.mp3,251000.0,2033.0
Track 06,Tyronee,,"new_hits_scraped, new_hits_scraped_old",61.0,2024-12-05,"v-pop, vietnam indie, vietnamese hip hop",72NMPuJCRsOUoXQJdzVfdo,track06||tyronee,"('track 06', 'tyronee', 'nan')",1.0,Track 06.mp3,0.0,16321228.0
Kill Me,Shayda,,bsides_non_hit,9.0,2025-02-28,"v-pop, vietnamese hip hop",7yN2ibkJXVNJH4wjx5Oz9y,killme||shayda,"('kill me', 'shayda', 'nan')",0.0,Kill Me.mp3,836000.0,13085.0
Gia Tài,Wxrdie,,bsides_non_hit,40.0,2024-11-12,"vietnamese hip hop, v-pop",4JnFhRv9VhxxrshKvVDnqh,giatai||wxrdie,"('gia tài', 'wxrdie', 'nan')",0.0,Gia Tài.mp3,12500.0,1135290.0
canh bạc hôn nhân,lala trần,nguyễn hồng thuận,zingmp3,29.0,2025-10-28,"vinahouse, v-pop",79b1ZRb4jNckv5gTPYFJIL,canhbachonnhan||lalatran,"('canh bạc hôn nhân', 'lala, trần', 'hồng, nguyễn, thuận')",1.0,canh bạc hôn nhân.mp3,1200000.0,47708.0
Thấu Hiểu,An Vũ,,bsides_non_hit,5.0,2024-06-17,"v-pop, vinahouse, vietnamese lo-fi",3cFOA7zgCHW7cGFgnqwjiD,thauhieu||anvu,"('thấu hiểu', 'an, vũ', 'nan')",0.0,Thấu Hiểu.mp3,19000.0,14367.0
vaicaunoicokhiennguoithaydoi,grey d,tlinh,"apple, new_hits_scraped_old, spotify",65.0,2022-06-20,"v-pop, vietnam indie, vietnamese hip hop",5PLjpBivzvuaIIqqkQgnRK,vaicaunoicokhiennguoithaydoi||greyd,"('vaicaunoicokhiennguoithaydoi', 'd, grey', 'tlinh')",1.0,vaicaunoicokhiennguoithaydoi.mp3,31200000.0,79361144.0
chẳng giống giáng sinh,Lu,"Willistic, datfitzx",spotify,59.0,2021-12-05,"v-pop, vietnamese hip hop, vietnam indie",015GG73Q1VmvLAiPIF1w8O,changgionggiangsinh||lu,"('chẳng giống giáng sinh', 'lu', 'datfitzx, willistic')",0.0,chẳng giống giáng sinh.mp3,2800000.0,387193.0
muộn rồi mà sao còn,sơn tùng m-tp,,"new_hits_scraped_old, spotify",62.0,2021-04-29,"v-pop, vinahouse, vietnamese hip hop",4vfhartd7HDWGJbdVIycEu,muonroimasaocon||sontungmtp,"('muộn rồi mà sao còn', 'm-tp, sơn, tùng', 'nan')",1.0,muộn rồi mà sao còn.mp3,2100000.0,61587892.0
So Well,Ân ngờ,,bsides_non_hit,43.0,2024-09-23,"v-pop, vietnam indie",6DAOj1EKiGP5B7CTD3XImI,sowell||anngo,"('so well', 'ngờ, ân', 'nan')",0.0,So Well.mp3,135000.0,471113.0
bắc thang lên hỏi ông trời,em xinh say hi,"bích phương, juky san, lamoon, mỹ mỹ, quỳnh anh shyn",zingmp3,56.0,2025-08-04,v-pop,15YePdrwoWzDN68BanP7r4,bacthanglenhoiongtroi||emxinhsayhi,"('bắc thang lên hỏi ông trời', 'em, hi, say, xinh', 'anh, bích, juky, lamoon, mỹ, phương, quỳnh, san, shyn')",0.0,bắc thang lên hỏi ông trời.mp3,2900000.0,3089261.0
Bật Tình Yêu Lên,Tăng Duy Tân,,"new_hits_scraped, new_hits_scraped_old",53.0,2023-02-14,"v-pop, vinahouse, vietnamese lo-fi",62SFLTN7txImu8pQwBMP6A,battinhyeulen||tangduytan,"('bật tình yêu lên', 'duy, tân, tăng', 'nan')",1.0,Bật Tình Yêu Lên.mp3,98800000.0,25813547.0
Con Điên,Emcee L (Da LAB),,bsides_non_hit,22.0,2024-07-10,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",1g3VDieRVkYgG9gDT5L30d,condien||emceeldalab,"('con điên', 'da, emcee, l, lab', 'nan')",0.0,Con Điên.mp3,488000.0,100606.0
Yêu Em Dại Khờ,Lou Hoàng,,"new_hits_scraped, new_hits_scraped_old",55.0,2019-01-01,"v-pop, vinahouse",3lyI1YkYDjyJVueTsmo9qk,yeuemdaikho||louhoang,"('yêu em dại khờ', 'hoàng, lou', 'nan')",1.0,Yêu Em Dại Khờ.mp3,173700000.0,9813125.0
Ôm em lần cuối,NIT,Sing,spotify,57.0,2021-08-14,"v-pop, vietnamese lo-fi, vinahouse",0PcydKNpMjC1Yygy6CdQhr,omemlancuoi||nit,"('ôm em lần cuối', 'nit', 'sing')",0.0,Ôm em lần cuối.mp3,17800000.0,1481808.0
một đời,14 casper,"bon nghiêm, buitruonglinh","nct, new_hits_scraped_old, spotify",62.0,2023-03-03,"v-pop, vietnamese lo-fi, vietnam indie",4gaxEUZE4z9pJAVTSFwgQI,motdoi||14casper,"('một đời', '14, casper', 'bon, buitruonglinh, nghiêm')",1.0,một đời.mp3,10600000.0,36755121.0
muốn cua anh làm bồ,dương ái vy,htm,zingmp3,41.0,2025-07-08,"vinahouse, v-pop, vietnamese hip hop",5dCbl3Jx20Yx65YN6bmXU0,muoncuaanhlambo||duongaivy,"('muốn cua anh làm bồ', 'dương, vy, ái', 'htm')",1.0,muốn cua anh làm bồ.mp3,8400000.0,425791.0
Forget About Her,JustaTee,,"new_hits_scraped, new_hits_scraped_old",58.0,2022-10-31,"v-pop, vietnamese hip hop, vietnam indie",5kJMW3pK49PvQDtpVryHf5,forgetabouther||justatee,"('forget about her', 'justatee', 'nan')",1.0,Forget About Her.mp3,0.0,11943825.0
Making Money,Trúc Nhân,,bsides_non_hit,11.0,2025-04-23,"v-pop, vietnam indie",28TXyFJlj4RywOgFf2QWhx,makingmoney||trucnhan,"('making money', 'nhân, trúc', 'nan')",0.0,Making Money.mp3,545000.0,18048.0
Em Có Nhớ Anh Không ?,Hiya,,"new_hits_scraped, new_hits_scraped_old",57.0,2023-11-05,"v-pop, vinahouse",4xjMsuPSMtGwFvwdnEFDKn,emconhoanhkhong||hiya,"('em có nhớ anh không ?', 'hiya', 'nan')",1.0,Em Có Nhớ Anh Không.mp3,64000.0,9009886.0
Mascara,Chillies,,"new_hits_scraped_old, spotify",59.0,2021-05-05,"v-pop, vietnam indie, vietnamese hip hop",50cmxP6KlnQA9IG3q5ckKD,mascara||chillies,"('mascara', 'chillies', 'nan')",1.0,Mascara.mp3,0.0,21342429.0
an thần,low g,thắng,"new_hits_scraped_old, spotify",61.0,2021-10-21,"vietnamese hip hop, v-pop, vietnam indie",5C3fx9rdM4Bxf1MSOQC4Ym,anthan||lowg,"('an thần', 'g, low', 'thắng')",1.0,an thần.mp3,414000.0,51846683.0
Dung Hoi 'em,Mỹ Tâm,,new_hits_scraped_old,49.0,2017-12-06,"v-pop, vietnamese bolero, vietnam indie",2IRMoSVwaDxBw0huQabuKY,dunghoiem||mytam,"(""dung hoi 'em"", 'mỹ, tâm', '')",1.0,Dung Hoi 'em.mp3,5500000.0,9252721.0
Được Ăn Cả Ngã Về Không,Vũ Duy Khánh,Thanh Hưng,zingmp3,35.0,2025-08-23,"vinahouse, v-pop, vietnamese bolero, vietnamese lo-fi",1rZdwxK0JnUUJRGnTeyF2r,duocancangavekhong||vuduykhanh,"('được ăn cả ngã về không', 'duy, khánh, vũ', 'hưng, thanh')",0.0,Được Ăn Cả Ngã Về Không.mp3,976000.0,1403595770.0
Nếu Không Là Mãi Mãi,JayKii,,bsides_non_hit,24.0,2025-09-25,"v-pop, vietnamese lo-fi, vietnam indie",7iPyfz078qgkXRISkBAlU8,neukhonglamaimai||jaykii,"('nếu không là mãi mãi', 'jaykii', 'nan')",0.0,Nếu Không Là Mãi Mãi.mp3,22000.0,27659.0
Tớ Thích Cậu,Han Sara,,"new_hits_scraped, new_hits_scraped_old",50.0,2017-08-15,"v-pop, vietnamese hip hop",0JmYRsO1sanvPDPWKYk2r2,tothichcau||hansara,"('tớ thích cậu', 'han, sara', 'nan')",1.0,Tớ Thích Cậu.mp3,0.0,5373593.0
từng ngày yêu em,buitruonglinh,,"bsides_non_hit, new_hits_scraped_old, spotify",67.0,2024-12-12,"v-pop, vietnamese lo-fi, vietnam indie, vinahouse",3Ids3RXurYBgySph53qWnB,tungngayyeuem||buitruonglinh,"('từng ngày yêu em', 'buitruonglinh', 'nan')",1.0,từng ngày yêu em.mp3,10400000.0,25243430.0
"REGRET (feat. Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương & Lâm Bảo Ngọc)",ANH TRAI SAY HI,,"new_hits_scraped, new_hits_scraped_old",55.0,2024-08-29,"v-pop, vietnamese hip hop",3JIfmjJbanxJkwaPzYa2gN,regret||anhtraisayhi,"('regret', 'anh, hi, say, trai', 'a, ali, bảo, dương, hoàng, kiều, lâm, nan, ngọc, p, pháp, quang, quân, trung')",1.0,"REGRET (feat. Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương & Lâm Bảo Ngọc).mp3",0.0,21318754.0
có em,madihu,low g,"new_hits_scraped_old, spotify",65.0,2022-04-22,"v-pop, vietnam indie, vietnamese hip hop",6Hs2xIgB8nzyGFDvVA8lFa,coem||madihu,"('có em', 'madihu', 'g, low')",1.0,có em.mp3,15300000.0,51203656.0
3 1 0 7,w/n,"duongg, nâu","new_hits_scraped, new_hits_scraped_old, spotify",61.0,2024-06-26,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",5xuaCJaNAqRLwV7OO5zPiF,3107||wn,"('3 1 0 7', 'n, w', 'duongg, nâu')",1.0,3 1 0 7.mp3,2600000.0,44057182.0
Không Muốn Một Mình,Vicky Nhung,,new_hits_scraped_old,32.0,2022-12-20,"vinahouse, v-pop, vietnamese lo-fi",4t5a9f1IUFCWpIG16kUs5W,khongmuonmotminh||vickynhung,"('không muốn một mình', 'nhung, vicky', '')",1.0,Không Muốn Một Mình.mp3,4800000.0,975351.0
Vườn Hồng,Văn Mai Hương,"Chi Pu, Hà Trần","apple, zingmp3",0.0,2025-11-17,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",6NR4TWqZKlLlri54o9yjsY,vuonhong||vanmaihuong,"('vườn hồng', 'hương, mai, văn', 'chi, hà, pu, trần')",1.0,Vườn Hồng.mp3,466000.0,348122.0
Có Em Chờ,MIN,,spotify,60.0,2020-06-30,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",6KIhgRkprgyJNERRMu7Quh,coemcho||min,"('có em chờ', 'min', 'nan')",0.0,Có Em Chờ.mp3,151000.0,818987.0
Mượn Trăng,Đặng Vĩnh Thịnh,,bsides_non_hit,18.0,2025-10-03,"v-pop, vietnam indie",4uomzOPPcNtVQ8UJWMrjSm,muontrang||dangvinhthinh,"('mượn trăng', 'thịnh, vĩnh, đặng', 'nan')",0.0,Mượn Trăng.mp3,31000.0,8997.0
Thao Thức,Dangrangto,,bsides_non_hit,38.0,2024-03-11,"vietnamese hip hop, v-pop",23g3fymKInK0hbcRKd1589,thaothuc||dangrangto,"('thao thức', 'dangrangto', 'nan')",0.0,Thao Thức.mp3,181000.0,947155.0
Như Lời Đồn,Bảo Anh,,new_hits_scraped_old,35.0,2018-10-10,"v-pop, vietnam indie",5aUlYDU9wWSVPRdrbCSPHF,nhuloidon||baoanh,"('như lời đồn', 'anh, bảo', '')",1.0,Như Lời Đồn.mp3,48600000.0,2511467.0
missing you,phương ly,,"apple, new_hits_scraped_old",54.0,2020-08-18,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",7D5hQQZXK33EpJdn1zdLch,missingyou||phuongly,"('missing you', 'ly, phương', 'nan')",1.0,missing you.mp3,58400000.0,19313021.0
Viên Sỏi Thơ,Jun Phạm,Duy Khánh 周周,zingmp3,29.0,2025-09-26,v-pop,3bfoYvHGDqoaZN9c2nlfUF,viensoitho||junpham,"('viên sỏi thơ', 'jun, phạm', 'duy, khánh, 周周')",0.0,Viên Sỏi Thơ.mp3,134000.0,64349.0
Xin (buonhonmotchut) (feat. Goddy),Táo,,bsides_non_hit,19.0,2025-05-11,"vietnamese hip hop, vietnamese lo-fi, vietnam indie, v-pop",5NvEFd9sbI9ChWUVAS8ZYB,xinbuonhonmotchut||tao,"('xin buonhonmotchut', 'táo', 'goddy, nan')",0.0,Xin (buonhonmotchut) (feat. Goddy).mp3,1000.0,24642.0
"Tha Thứ Cho Nhau Được Không? - From ""Chốt Đơn!""",ERIK,,bsides_non_hit,39.0,2025-08-13,"v-pop, vinahouse, vietnam indie",4r2F1NkPrZ6YqbJElyOPFP,thathuchonhauduockhongfromchotdon||erik,"('tha thứ cho nhau được không? from ""chốt đơn!""', 'erik', 'nan')",0.0,Tha Thứ Cho Nhau Được Không - From Chốt Đơn!.mp3,411000.0,333963.0
THỨC,ANH TRAI SAY HI,"Vũ Cát Tường, Phạm Đình Thái Ngân, Hustlang Robber","apple, nct, zingmp3",0.0,2025-11-18,"v-pop, vietnamese hip hop",7o3USPnppZ8FYnH3NpPblz,thuc||anhtraisayhi,"('thức', 'anh, hi, say, trai', 'cát, hustlang, ngân, phạm, robber, thái, tường, vũ, đình')",1.0,THỨC.mp3,396000.0,567465.0
kho báu (rock ver.),(s)trong,,zingmp3,30.0,2025-11-06,"v-pop, vietnam indie",55ZbetqAcpX94GDFvtuN1G,khobaurockver||strong,"('kho báu rock ver.', 's, trong', 'nan')",0.0,kho báu (rock ver.).mp3,74000.0,61049.0
vòng xoay của ba chúng ta,thành đạt,,zingmp3,19.0,2025-09-26,"vinahouse, v-pop",2L8K5OZzBQf5Oxx7iHIiZG,vongxoaycuabachungta||thanhdat,"('vòng xoay của ba chúng ta', 'thành, đạt', 'nan')",1.0,vòng xoay của ba chúng ta.mp3,327000.0,8098.0
Anh Là Ngoại Lệ Của Em,Phương Ly,,"new_hits_scraped, new_hits_scraped_old",57.0,2023-10-05,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",6KgZf5gZgF1KLNxq1qZgHP,anhlangoailecuaem||phuongly,"('anh là ngoại lệ của em', 'ly, phương', 'nan')",1.0,Anh Là Ngoại Lệ Của Em.mp3,1000.0,34766871.0
id thang máy,W/N,,new_hits_scraped_old,49.0,2024-07-31,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",0ezCZF82GYZFV1W6W1os7N,idthangmay||wn,"('id thang máy', 'n, w', '')",1.0,id thang máy.mp3,267.0,7162020.0
Một Mình Có Buồn Không,Thiều Bảo Trâm,,new_hits_scraped_old,38.0,2022-12-06,"v-pop, vietnamese lo-fi",3kVzYeU1n6bZ69MhVP1Qdo,motminhcobuonkhong||thieubaotram,"('một mình có buồn không', 'bảo, thiều, trâm', '')",1.0,Một Mình Có Buồn Không.mp3,2900000.0,485067.0
Chân Mệnh,B Ray,,bsides_non_hit,30.0,2025-05-27,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",1N3blFyT4ulb8ml6Z1NXUd,chanmenh||bray,"('chân mệnh', 'b, ray', 'nan')",0.0,Chân Mệnh.mp3,13000.0,87994.0
Nếp Nhà,Hoà Minzy,,bsides_non_hit,33.0,2025-05-08,"v-pop, vinahouse",48tBvLiR57xh2yeAkrQe0R,nepnha||hoaminzy,"('nếp nhà', 'hoà, minzy', 'nan')",0.0,Nếp Nhà.mp3,397000.0,284736.0
Người Đáng Thương Là Anh,Only C,,"new_hits_scraped, new_hits_scraped_old",58.0,2022-08-03,"v-pop, vietnamese hip hop, vinahouse",55K3e7BGewGDUJ4ZQwkh7M,nguoidangthuonglaanh||onlyc,"('người đáng thương là anh', 'c, only', 'nan')",1.0,Người Đáng Thương Là Anh.mp3,0.0,14552524.0
Chủ Nhân Của Những Nỗi Buồn,Song Luân,,zingmp3,35.0,2025-10-26,"v-pop, vinahouse",6orcHbcMyhblrvguAkUyUU,chunhancuanhungnoibuon||songluan,"('chủ nhân của những nỗi buồn', 'luân, song', 'nan')",0.0,Chủ Nhân Của Những Nỗi Buồn.mp3,138000.0,37865596.0
người bình thường,vũ cát tường,,"new_hits_scraped_old, spotify",61.0,2023-12-04,"v-pop, vietnam indie",1fFvYVg1v3rpUSqKNCUh7b,nguoibinhthuong||vucattuong,"('người bình thường', 'cát, tường, vũ', 'nan')",1.0,người bình thường.mp3,9900000.0,14159674.0
âm thầm bên em,sơn tùng m-tp,,"nct, new_hits_scraped_old, spotify",68.0,2017-04-01,"v-pop, vinahouse, vietnamese hip hop",2wZAvkgiOE5tyrnqhB69KA,amthambenem||sontungmtp,"('âm thầm bên em', 'm-tp, sơn, tùng', 'nan')",1.0,âm thầm bên em.mp3,0.0,54963715.0
chúng ta của hiện tại,sơn tùng m-tp,,"apple, new_hits_scraped_old, spotify",63.0,2020-12-20,"v-pop, vinahouse, vietnamese hip hop",1J3SmWwlYAG68LGKr86MVH,chungtacuahientai||sontungmtp,"('chúng ta của hiện tại', 'm-tp, sơn, tùng', 'nan')",1.0,chúng ta của hiện tại.mp3,15400000.0,71427202.0
Thế Giới Chia Đôi,Châu Dương,,zingmp3,27.0,2025-10-12,"vinahouse, v-pop, vietnam indie",5rhrFhbyWqLnQD37trFu8b,thegioichiadoi||chauduong,"('thế giới chia đôi', 'châu, dương', 'nan')",0.0,Thế Giới Chia Đôi.mp3,94000.0,15503.0
Cầu Vĩnh Tuy,Wren Evans,,new_hits_scraped,51.0,2023-12-17,"v-pop, vietnam indie, vietnamese hip hop, vinahouse",24eClW0wZh5fFEFwsUWdSG,cauvinhtuy||wrenevans,"('cầu vĩnh tuy', 'evans, wren', 'nan')",1.0,Cầu Vĩnh Tuy.mp3,0.0,12174523.0
