file_name,spotify_track_id,sent_lexicon,score_lexicon,sent_phobert,conf_phobert,final_sentiment,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count
ngày ta có nhau - lyly.mp3,42lJaUs0Nd2C1f2PUMQ9GZ,negative,-0.0147,positive,0.9862,positive,357.0,0.395,117.0,101.0,9.0
"ngày tận thế (feat. da lab, touliver) - tóc tiên.mp3",4Tf9rW9ZTbvSKxV4ocXBhB,negative,-0.0332,positive,0.812,negative,433.0,0.3626,117.0,118.0,25.0
ngày yêu mới - nguyễn hữu kha.mp3,0k033ZfwW9hqUJody9BWuF,neutral,0.0021,positive,0.9346,neutral,340.0,0.3206,92.0,102.0,45.0
ngày đầu sau chia tay - đức phúc.mp3,6xKs4CnVadRzdNZ48vhT27,negative,-0.1032,negative,0.761,negative,295.0,0.4407,96.0,88.0,19.0
ngày đầu tiên - đức phúc.mp3,5Msoarj5hk9LguTtiIyqug,positive,0.016,positive,0.9863,positive,286.0,0.3706,104.0,59.0,25.0
ngày đẹp trời để nói chia tay - lou hoàng.mp3,3Alwi53Ahc2GwHgvel42b2,negative,-0.0186,positive,0.7489,negative,429.0,0.3916,147.0,119.0,31.0
ngày ấy bạn và tôi - lynk lee.mp3,1weKuyH9Vjx3MEvDeGZKpS,negative,-0.046,neutral,0.7144,negative,373.0,0.3512,137.0,77.0,27.0
"ngáo ngơ (feat. hieuthuhai, erik, anh tú atus, jsol & orange) - anh trai say hi.mp3",0BX2eDMZJrGzApf4ZGXrFi,negative,-0.0135,positive,0.8915,negative,663.0,0.3213,231.0,184.0,31.0
ngân hà - rio.mp3,4txu8Wvff81rzYwEXw9jFW,negative,-0.0175,positive,0.9847,positive,258.0,0.5543,107.0,87.0,8.0
ngã tư không đèn - trang.mp3,78rcEXYfLJDisflqh0SZYb,negative,-0.0629,positive,0.8432,negative,284.0,0.3803,73.0,55.0,17.0
ngã về không - đặng thiên chí.mp3,4OZpPHVEIIHFhVOu2DBGJd,negative,-0.0704,positive,0.6945,negative,164.0,0.3049,48.0,43.0,9.0
ngôi sao hy vọng - anh trai say hi.mp3,2Ci31SkSfNMmtQlR2ud7Ki,neutral,-0.0099,positive,0.955,positive,459.0,0.3791,162.0,151.0,14.0
ngõ chạm - bigdaddy.mp3,4DfgGkx0mGhEnzJbRd0jl8,positive,0.0221,positive,0.9607,positive,677.0,0.3161,177.0,194.0,34.0
người bình thường - vũ cát tường.mp3,1fFvYVg1v3rpUSqKNCUh7b,neutral,-0.0065,neutral,0.7643,neutral,323.0,0.3437,85.0,106.0,49.0
người con gái ta thương - hà anh tuấn.mp3,0XJyEXsbAuqN4ihRhasjPw,negative,-0.025,positive,0.8537,negative,336.0,0.3006,89.0,92.0,28.0
người em yêu mãi - nguyên hà.mp3,78sw7W0X0LpqXz8lZ98G2p,negative,-0.0116,positive,0.5584,negative,272.0,0.3346,86.0,71.0,16.0
người gieo mầm xanh - hứa kim tuyền.mp3,6vjzLoNJr2SX30jD9Hh0Dm,neutral,-0.0047,positive,0.7565,neutral,289.0,0.3599,67.0,74.0,26.0
người lạ thoáng qua - quốc thiên.mp3,1HqTytr7141j0oPtLK8psF,negative,-0.0458,positive,0.736,negative,260.0,0.3423,82.0,87.0,9.0
người như anh xứng đáng cô đơn - anh trai say hi.mp3,5u5AsK8JLgkr154QHZjJqh,negative,-0.0334,negative,0.7722,negative,490.0,0.4816,141.0,144.0,46.0
người như anh - mai tiến dũng.mp3,6mnkGSgd8eHVv1C38pDP9o,negative,-0.0391,positive,0.7662,negative,313.0,0.3291,94.0,73.0,26.0
người nào đó - justatee.mp3,2GxPAMGvsITmJJiIwHG8yS,negative,-0.0435,positive,0.9622,negative,454.0,0.348,158.0,110.0,29.0
người ta có thương mình đâu - trúc nhân.mp3,6Q1xWenXXF97bQOj9AJtbt,negative,-0.0511,positive,0.8535,negative,356.0,0.2275,60.0,112.0,19.0
người thừa - vũ duy khánh.mp3,2b0sm0gfu1udPpc4JUaEQW,negative,-0.1364,neutral,0.6873,negative,390.0,0.2231,131.0,119.0,21.0
người tình - 52hz.mp3,59HQYVHZiYhgfvSi8VhJAx,negative,-0.0156,positive,0.9794,positive,269.0,0.4758,87.0,83.0,22.0
người tốt nhất cho em - 14 casper.mp3,6ksgcnzN9lnSK3LJYIvoov,negative,-0.0158,positive,0.9036,negative,420.0,0.3405,129.0,100.0,35.0
người yêu anh nhất - bảo anh.mp3,1t12bnN4xySQHthJ8KMLdV,negative,-0.0499,positive,0.6388,negative,370.0,0.4486,114.0,98.0,30.0
người yêu chưa sinh ra - anh trai say hi.mp3,2ix8KB1Xm7rRGzkh3i8P1d,negative,-0.0254,positive,0.9498,negative,635.0,0.4063,206.0,201.0,17.0
người âm phủ - osad.mp3,0aEUEtNf9u85BTvBI9Hsoq,neutral,0.0,neutral,0.9193,neutral,303.0,0.5281,97.0,86.0,10.0
người đi bao - tlinh.mp3,3d9rqdXFmq9JMNdO7sQE9E,neutral,0.0091,positive,0.8658,neutral,418.0,0.5215,103.0,173.0,29.0
người điên - tlinh.mp3,2oeRIxAFpZYhbJ99DjlJ1O,positive,0.0178,positive,0.8589,positive,269.0,0.4312,84.0,93.0,15.0
người đáng thương là anh - only c.mp3,55K3e7BGewGDUJ4ZQwkh7M,negative,-0.0301,positive,0.7952,negative,388.0,0.3067,119.0,96.0,30.0
người ấy - trịnh thăng bình.mp3,1Szl9lPaJ750Hn2hRX9QI0,negative,-0.047,positive,0.8144,negative,298.0,0.3087,99.0,93.0,17.0
ngắm hoa lệ rơi - hoa vinh.mp3,3HIoXGmklpomyC12LVoOdt,negative,-0.0676,positive,0.7113,negative,378.0,0.2884,121.0,96.0,11.0
ngồi một mình (kết thúc một tình yêu) - bùi lan hương.mp3,27Y1M9ooApRxDg6iXfwwQ6,negative,-0.0473,neutral,0.8126,negative,284.0,0.3345,68.0,76.0,29.0
ngồi nhìn em khóc - sáo.mp3,1wvLeW8THXNent0N2sGSgF,negative,-0.1101,negative,0.708,negative,407.0,0.317,125.0,137.0,26.0
ngồi yên anh sang ngay - isaac.mp3,5Rrg8BUHER8nQLZNDHDGbE,negative,-0.0223,neutral,0.9433,negative,440.0,0.3273,139.0,132.0,23.0
ngồi đợi anh đến - hannie.mp3,3pI9OsxUZ4iJPWeke83L3W,neutral,0.0025,positive,0.992,positive,137.0,0.7956,49.0,40.0,12.0
ngổn ngang - rhymastic.mp3,0TOsszupHDNUvzadopZv3A,neutral,-0.0012,neutral,0.8191,neutral,310.0,0.5258,91.0,95.0,21.0
ngựa ô - dangrangto.mp3,4eeflgjzTF8xN8U2E0dech,positive,0.0157,positive,0.909,positive,558.0,0.4319,197.0,180.0,30.0
nhiều chuyện - the flob.mp3,38FzvJubmcDNjQL7xUEeOB,neutral,-0.0001,negative,0.8804,neutral,401.0,0.3491,94.0,109.0,11.0
nhiều hơn - low g.mp3,3PvxUf6vng5MtK1xDtbmFh,negative,-0.0157,neutral,0.7549,negative,553.0,0.4069,145.0,152.0,72.0
nhà bao việc (feat. r.tee) - rap việt.mp3,1LAdQfi4bXzNR7EAqKeWCn,negative,-0.0148,positive,0.9091,negative,484.0,0.3533,172.0,157.0,14.0
nhà còn thương em mà (theme song from nhà gia tiên) - phương mỹ chi.mp3,1p0IGvuxk8AmpSg2L4SOZt,negative,-0.031,positive,0.6979,negative,290.0,0.4759,107.0,92.0,23.0
nhà tôi có treo một lá cờ - dtap.mp3,2L3R75fV5mZIGDVm3nDKqI,positive,0.0121,positive,0.9144,positive,261.0,0.5134,99.0,80.0,15.0
nhân vật hư cấu - orange.mp3,0OK2ErV8cv3OJgpIocs6WC,negative,-0.0209,neutral,0.9555,neutral,234.0,0.4231,86.0,65.0,12.0
nhìn về phía anh - anh trai say hi.mp3,1myC7vLN8Rlacoq7wMDW4r,negative,-0.054,positive,0.7505,negative,370.0,0.4,109.0,104.0,16.0
như lời đồn - bảo anh.mp3,5aUlYDU9wWSVPRdrbCSPHF,negative,-0.0839,positive,0.9872,negative,329.0,0.3191,106.0,86.0,7.0
như nào cũng được! - wxrdie.mp3,6OwiuPxinJvJfAIHiXrj7H,positive,0.0158,positive,0.8662,positive,400.0,0.47,99.0,115.0,25.0
như phút ban đầu - noo phước thịnh.mp3,2r2G9169qXx4b29f4xKot7,negative,-0.0262,positive,0.8228,negative,340.0,0.2471,121.0,90.0,17.0
như đàn ông - hứa kim tuyền.mp3,5ZvIwIuuF1hv2BYYkRvynk,positive,0.0192,positive,0.9131,positive,273.0,0.6044,107.0,90.0,18.0
nhạc trap căng nhất 2023 - wxrdie.mp3,6eSlXikHAenLlpmXKDFtYb,negative,-0.0124,negative,0.888,negative,739.0,0.5034,228.0,208.0,35.0
nhạt-fine (blue ver.) - grey d.mp3,6eftNTtjz9bfSr4B5kkOzq,negative,-0.036,neutral,0.7199,negative,339.0,0.4749,78.0,96.0,20.0
nhạt-fine (feat. 52hz) - grey d.mp3,1ai1ytSIqYYOl1Dw73b3sE,negative,-0.036,neutral,0.7199,negative,339.0,0.4749,78.0,96.0,20.0
nhạt - phan mạnh quỳnh.mp3,5HKoAtKVhcc2XFYmxZOeNg,negative,-0.0717,negative,0.7324,negative,333.0,0.4024,75.0,90.0,26.0
nhẫn tâm - an vũ.mp3,4EJXaiTGRppZ1afovvwYh7,negative,-0.0442,positive,0.9131,negative,301.0,0.3156,84.0,81.0,22.0
nhật ký của mẹ - nguyen van chung.mp3,3qxKguAF3TAXcQu4OgU0uj,negative,-0.0293,positive,0.9778,negative,550.0,0.4236,233.0,146.0,39.0
nhật ký vào đời - karik.mp3,1DkYLzjwHaesQYObT2c3X2,neutral,0.0025,neutral,0.8792,neutral,718.0,0.4847,217.0,247.0,34.0
nhắn gió mây rằng anh yêu em - the masked singer.mp3,6POM81ZBiDZtYLlla2IVog,negative,-0.0474,positive,0.9393,negative,266.0,0.2857,87.0,78.0,12.0
nhắn gửi yêu thương - an vũ.mp3,1jVM9ivYD6P0jQmkz4bd5B,neutral,0.008,positive,0.9302,neutral,176.0,0.6875,47.0,63.0,7.0
nhắn nhủ - ronboogz.mp3,2uZmeuNAxSm7XfVIwLkhCx,negative,-0.0484,negative,0.8207,negative,449.0,0.4076,153.0,138.0,33.0
nhịp đôi - t.r.i.mp3,3TlXEvnd3dn37yqhF0APyD,negative,-0.0589,positive,0.9901,negative,279.0,0.4659,76.0,84.0,18.0
nhịp đập con tim - kha.mp3,3xXv8zm5094bkfWkeA0ZzB,positive,0.0125,positive,0.9837,positive,112.0,0.4821,33.0,30.0,4.0
nhờ - anh quân idol.mp3,1uFW2JEKKwtIW1CMw3hyTq,negative,-0.0392,positive,0.9696,negative,286.0,0.2797,98.0,63.0,16.0
những con đường song song - chillies.mp3,70cMlm2Ib00pnJHtjMem9b,negative,-0.0711,positive,0.5972,negative,267.0,0.2959,67.0,75.0,15.0
những câu hỏi khi say - trung quân.mp3,0f3xoe60UjxOLNgAI2wWJK,negative,-0.0526,neutral,0.6401,negative,356.0,0.4326,82.0,108.0,24.0
những cơn drill ngày đầu - duongg.mp3,2WMdRj3E7fTqcEQYjMEGA7,negative,-0.0506,negative,0.8156,negative,291.0,0.4914,101.0,112.0,9.0
những cơn đau ngày đầu - duongg.mp3,1VFloIPjJu3ORgQIzHqK8c,negative,-0.0506,negative,0.8156,negative,291.0,0.4914,101.0,112.0,9.0
những khi đêm về - trang.mp3,3p06iTWhIASet98SX8jmSq,negative,-0.0283,neutral,0.7025,negative,161.0,0.6025,59.0,45.0,13.0
những ngày trời bao la - jun phạm.mp3,6SfljFag2auetsjHi9V2BU,positive,0.0127,positive,0.9242,positive,344.0,0.5843,101.0,87.0,47.0
night fall - manbo.mp3,54f5Q7qHaP0bqYUe7bS3VG,neutral,-0.0077,positive,0.9772,positive,419.0,0.4749,152.0,123.0,16.0
night time - shiki.mp3,5crFSet0WflVyzRs8P0J4I,negative,-0.0487,positive,0.8359,negative,392.0,0.2959,136.0,143.0,12.0
no days off - wxrdie.mp3,2RtF5bkweSKaFqTuZ3qrVS,negative,-0.0176,positive,0.8583,negative,394.0,0.5025,109.0,127.0,35.0
no.21 - puppy.mp3,5We7uD9TpLxSYGSK0kOfsZ,negative,-0.0209,positive,0.9517,negative,411.0,0.5109,127.0,127.0,24.0
nobody - vũ cát tường.mp3,2tAd0IDLH3nE8gJlxuB1bt,positive,0.0195,positive,0.9772,positive,379.0,0.3641,149.0,111.0,17.0
nolovenolife - hieuthuhai.mp3,6D94p9ASguBcYlDC0o56vx,negative,-0.0175,positive,0.9731,positive,572.0,0.4318,149.0,152.0,57.0
not my fault - em xinh say hi.mp3,2U2u397Ae67nMMB4tje3Sq,positive,0.0144,positive,0.9851,positive,657.0,0.3349,276.0,268.0,16.0
notice me - lamoon.mp3,6YjwFHfQQdoAoRQ8mt0CiA,negative,-0.0144,positive,0.911,negative,177.0,0.4915,83.0,62.0,7.0
nu cep - wxrdie.mp3,6ecdnYq7ob5tvxlT3U2xwV,negative,-0.0158,positive,0.7881,negative,452.0,0.4336,154.0,144.0,18.0
nàng thơ - hoàng dũng.mp3,1w3eUC89GPspKpi62tPwjt,neutral,-0.0029,positive,0.7134,neutral,241.0,0.444,81.0,68.0,19.0
nâng chén tiêu sầu - bích phương.mp3,4PCh6DAkUYKnEmvjV4ouOs,negative,-0.0446,positive,0.8112,negative,298.0,0.3423,117.0,100.0,12.0
não cá vàng - only c.mp3,5WqyMMhbVsV7yR8lSNy5EI,negative,-0.0583,positive,0.742,negative,582.0,0.3677,199.0,151.0,28.0
nói anh nghe - hngle.mp3,7cameXCQnrVVReDGvKTos0,negative,-0.0496,positive,0.8732,negative,428.0,0.479,167.0,150.0,14.0
nói cho anh nghe - lê hiếu.mp3,1Ypc9r0TEP5KU2qdmhHQe4,negative,-0.0272,neutral,0.7622,negative,256.0,0.375,53.0,78.0,15.0
nói chung là - 14 casper.mp3,1nP31uE7w5URdt7mZS2VSs,negative,-0.0345,neutral,0.7692,negative,409.0,0.4572,88.0,102.0,23.0
nói dối - ronboogz.mp3,3ET3xHCLMGd57u06A9RjJ0,negative,-0.0287,positive,0.7673,negative,539.0,0.2672,175.0,144.0,35.0
nói gì nữa - rhyder.mp3,4Erroubw0xXgFb5n4f2xdI,neutral,-0.0097,negative,0.7977,neutral,294.0,0.4286,61.0,104.0,12.0
nói trước bước không qua - anh quân idol.mp3,2p6Kw0Sb67VBKPMAa12QC2,negative,-0.0844,positive,0.6981,negative,391.0,0.3069,136.0,90.0,26.0
năm ấy - đức phúc.mp3,30EhZyKlrQ4Xjr9VWp3jiq,negative,-0.1078,positive,0.787,negative,308.0,0.3831,74.0,87.0,18.0
nơi mình dừng chân (nhạc phim chị trợ lý của anh) - mỹ tâm.mp3,5U5aFzSWZVGe5gg8eCc8ft,negative,-0.0591,negative,0.9585,negative,237.0,0.3544,73.0,73.0,12.0
nơi này có anh - sơn tùng m-tp.mp3,5rSAUmbOg4giDrM29vUyHe,positive,0.0132,positive,0.9912,positive,497.0,0.336,224.0,162.0,35.0
nơi pháo hoa rực rỡ (ft. cẩm vân) - hứa kim tuyền.mp3,4OB79xpqPDv1U2O8zbBNvX,neutral,0.0007,positive,0.9615,positive,378.0,0.4233,93.0,106.0,42.0
nơi ta chờ em (em chưa 18 original soundtrack) - will.mp3,5wPho8pEA49NIEwbgchXiG,negative,-0.0235,neutral,0.7778,negative,409.0,0.3912,122.0,114.0,20.0
nơi tình yêu bắt đầu - bùi anh tuấn.mp3,5y3m3UvJRHDPCqO2SBq98f,negative,-0.0158,positive,0.8753,negative,288.0,0.2882,104.0,78.0,12.0
nơi tình yêu kết thúc - bùi anh tuấn.mp3,6ahYdGHGTfy83VwR4AhQi9,negative,-0.0638,positive,0.7155,negative,276.0,0.3007,86.0,76.0,18.0
nơi đảo xa - tùng dương.mp3,0J7mwlQ9Tss09rqNZ6dEgh,negative,-0.0596,positive,0.8872,negative,307.0,0.4072,152.0,63.0,26.0
nước mắt cá sấu - hieuthuhai.mp3,39XiO6D9cuMfJXObD6gVjY,negative,-0.0376,positive,0.8195,negative,442.0,0.3394,138.0,122.0,8.0
nước mắt em lau bằng tình yêu mới - da lab.mp3,7J9l9ebYB3IEs5ea5J1M7a,negative,-0.0719,negative,0.8785,negative,630.0,0.381,187.0,182.0,32.0
nấu ăn cho em - đen.mp3,7td8DTWoGC9u9db37mGHX6,neutral,-0.0092,positive,0.8098,neutral,672.0,0.4048,208.0,178.0,62.0
nắm chặt tay anh nhé - lynk lee.mp3,0mMhqGXIu9pLCQYx8uMToT,negative,-0.0139,positive,0.8168,negative,458.0,0.262,168.0,139.0,23.0
nắng có mang em về - shartnuss.mp3,6kCU6i8iRrAAmJJ8Sj4JYC,negative,-0.058,positive,0.8133,negative,387.0,0.4729,141.0,109.0,18.0
nắng dưới chân mây - nguyễn hữu kha.mp3,0rpypmIyrvM4ORUt8SYSdP,negative,-0.0409,negative,0.8953,negative,317.0,0.4543,98.0,109.0,28.0
nắng xa mưa gần - an vũ.mp3,3Oqq32GAnmavOvxCWnzCC8,neutral,-0.0079,positive,0.9608,positive,178.0,0.3989,54.0,49.0,16.0
nắng ấm trong tim - duongg.mp3,3rIQPhzwnHiF3PzfFVnXp5,negative,-0.0103,positive,0.9809,positive,610.0,0.318,205.0,162.0,35.0
nắng ấm xa dần - sơn tùng m-tp.mp3,4SqE2XLtd1AfppGm2xlkf4,negative,-0.0397,neutral,0.6282,negative,526.0,0.2643,131.0,188.0,60.0
nắng - manbo.mp3,2UXClB2OPgSeeJYWMRSH9p,positive,0.0122,positive,0.8295,positive,341.0,0.4721,128.0,90.0,19.0
nằm bên anh - minh đinh.mp3,5LuyL5o2BcFKK4FOJLYsSy,negative,-0.0457,positive,0.8844,negative,353.0,0.3909,136.0,102.0,27.0
nến và hoa - rhymastic.mp3,4S0uLMXRoAjFfIJOW7A8aW,negative,-0.0522,positive,0.9703,negative,315.0,0.5746,97.0,95.0,24.0
nếp nhà - hoà minzy.mp3,48tBvLiR57xh2yeAkrQe0R,neutral,0.0013,positive,0.8507,neutral,606.0,0.3878,205.0,188.0,40.0
nếu anh là em - nguyen van chung.mp3,0Y1qmpVqiHB5gZM70t2LCr,negative,-0.0421,positive,0.8106,negative,299.0,0.291,89.0,80.0,20.0
nếu biết đó là lần cuối - đức trường.mp3,2w7jOvl0kpplNxisgfnCdT,negative,-0.0668,positive,0.8538,negative,278.0,0.5755,98.0,94.0,11.0
nếu biết đó thật sự là lần cuối - đức trường.mp3,3ZkH8Vt9RxFVEX18ghXyhw,negative,-0.0583,positive,0.7759,negative,457.0,0.3479,152.0,148.0,20.0
nếu có buông tay - mỹ tâm.mp3,5Vf9yWZdPedFbz7z69XELr,negative,-0.102,negative,0.9034,negative,272.0,0.2537,65.0,94.0,16.0
nếu em không về - song luân.mp3,21U7CnOpWXY6DJChwxipdJ,negative,-0.0114,positive,0.9594,positive,339.0,0.2537,124.0,84.0,33.0
nếu khi ấy - negav.mp3,40jjlmDAskFndmzjWVoCQk,negative,-0.0337,positive,0.9826,negative,427.0,0.3841,120.0,110.0,24.0
nếu không là mãi mãi - jaykii.mp3,7iPyfz078qgkXRISkBAlU8,negative,-0.0821,negative,0.6717,negative,273.0,0.348,79.0,95.0,14.0
nếu không thể đến với nhau - the men.mp3,5mMjiWqJQuD4x8nYuSOtxN,negative,-0.0614,positive,0.8112,negative,297.0,0.3535,100.0,74.0,14.0
nếu là anh - the men.mp3,3zuJMizCddsQizlZSSUVYs,negative,-0.0376,positive,0.9909,negative,242.0,0.2934,91.0,53.0,14.0
nếu lúc đó - tlinh.mp3,5ouxRyInSdRBQubu3KTd97,neutral,0.0015,positive,0.802,neutral,499.0,0.3527,162.0,135.0,8.0
nếu một mai tôi bay lên trời - trúc nhân.mp3,2OA2LjMxA6Q0LJtJOtRZ6A,positive,0.0171,positive,0.922,positive,246.0,0.2724,59.0,73.0,16.0
nếu ngày ấy - soobin.mp3,4BdB08vuS9r4HOoY7GkAxT,positive,0.0156,positive,0.9803,positive,358.0,0.3464,125.0,84.0,28.0
nếu như là định mệnh - hoài lâm.mp3,4GrizSfOa8idlPjDiOqK3Y,negative,-0.0306,positive,0.7996,negative,456.0,0.4496,180.0,133.0,27.0
nếu những tiếc nuối - vũ..mp3,2dPJtlvoa3GDowCh035M8P,negative,-0.0418,negative,0.8681,negative,301.0,0.3189,81.0,64.0,16.0
nếu ta ngược lối - châu khải phong.mp3,7HYb3JdFjSbpNnBHN30Pzu,negative,-0.0268,positive,0.6119,negative,326.0,0.2822,100.0,89.0,19.0
nỗi nhớ không tên - will.mp3,4MoHww9gEkwPbPWoebIVra,negative,-0.0143,positive,0.9023,negative,366.0,0.418,107.0,99.0,22.0
nỗi nhớ mang tên mình - hoài lâm.mp3,3KoC6CzNcG6nqOjIqOV5TQ,negative,-0.0404,positive,0.8776,negative,277.0,0.3321,96.0,83.0,13.0
nỗi niềm - lê hiếu.mp3,15dszMF95DlQCxUVTu7GGM,negative,-0.0703,negative,0.7775,negative,280.0,0.3214,110.0,69.0,39.0
nỗi đau đính kèm - anh tú atus.mp3,5gn0Df0Aa7EM98shC3daR6,negative,-0.0269,positive,0.8642,negative,360.0,0.4028,83.0,126.0,26.0
nỡ lòng đồng ý - anh trai say hi.mp3,7C88TYaBatVPICTghIKt61,negative,-0.0441,negative,0.8657,negative,639.0,0.3818,208.0,205.0,23.0
nụ cười không vui - châu khải phong.mp3,5Zawo3gC0gE38NoPUNRQnE,neutral,-0.0082,positive,0.8517,neutral,341.0,0.2669,120.0,82.0,33.0
nụ cười khỏe (feat. dương hoàng yến) - rhymastic.mp3,3Ba9L70hptbRMCNxQBsGPk,positive,0.0722,positive,0.9859,positive,314.0,0.535,83.0,111.0,38.0
nụ cười - hngle.mp3,7MEH5PGxCSxRNWc44lVosY,neutral,-0.0024,negative,0.9053,neutral,293.0,0.57,104.0,91.0,18.0
nụ hôn bisou - lãng.mp3,1xtB5xOR9WXoOYSo3EYvTu,positive,0.0261,positive,0.9709,positive,320.0,0.5,137.0,102.0,10.0
nữ hoàng - bùi lan hương.mp3,4WYSbfqpITS0i8knHZv2VA,positive,0.0147,positive,0.9904,positive,410.0,0.3341,169.0,94.0,30.0
nữ siêu anh hùng - tlinh.mp3,6Y6qkxtOEbYoucZK3gRCtq,positive,0.019,positive,0.9846,positive,389.0,0.3625,153.0,103.0,10.0
one second - vũ cát tường.mp3,2rFtGypqjyOZUzuXue6T4M,negative,-0.0518,positive,0.9895,negative,280.0,0.3143,107.0,95.0,31.0
panorama - richie d. icy.mp3,6gmvd9Lld9MiNR9r6I9eFE,negative,-0.0692,positive,0.8708,negative,509.0,0.4538,182.0,175.0,35.0
paranoid (buonhonmotchut) (feat. goddy) - táo.mp3,6RD4t4nGtNEOnTIbykIdSs,negative,-0.0418,negative,0.7038,negative,494.0,0.5729,134.0,179.0,35.0
paranoid - táo.mp3,5SANyamz5vJlmcHagdPD2L,negative,-0.0418,negative,0.7038,negative,494.0,0.5729,134.0,179.0,35.0
parismatoe - wxrdie.mp3,2AabR0RdhwtnEap138gK1y,negative,-0.0376,positive,0.907,negative,453.0,0.4415,161.0,152.0,19.0
peace n love - low g.mp3,6AJXc3mnynpCegfUcQbwat,neutral,0.0023,positive,0.9808,positive,662.0,0.5045,231.0,224.0,21.0
perfect - shiki.mp3,2FnXZhpEKgIab8vI6t2C7e,neutral,-0.0087,positive,0.9913,positive,374.0,0.262,146.0,130.0,13.0
phai dấu cuộc tình - the men.mp3,2mqFNx8pvQ3snaTH5TWbIi,negative,-0.0278,negative,0.9748,negative,290.0,0.3517,88.0,97.0,23.0
phim ba người - nguyễn vĩ.mp3,1ngbmFciEb4Kz19bPvPYby,negative,-0.0868,negative,0.758,negative,355.0,0.2958,87.0,110.0,19.0
pho real - low g.mp3,0OIed6UFpfT2nW4BffD7Js,neutral,0.009,positive,0.9061,neutral,517.0,0.5571,265.0,188.0,6.0
phonecert - hoàng dũng.mp3,498g7npirihKT5MPdVSfb0,negative,-0.0117,positive,0.9838,positive,447.0,0.4541,132.0,149.0,23.0
phong sương tửu (ca si thiên đình) - thiên đình.mp3,6QAFJqZCOZ6ctgdA1tyGZ8,negative,-0.0477,neutral,0.8362,negative,383.0,0.3525,93.0,121.0,36.0
phong thanh - văn mai hương.mp3,5Mpiud6p2eKXF2HetiCdbG,negative,-0.081,positive,0.8813,negative,268.0,0.4888,100.0,65.0,20.0
phép màu - maydays.mp3,1DVYafsLmcQySKkJnY4RCs,negative,-0.0348,positive,0.675,negative,285.0,0.4211,97.0,91.0,23.0
phóng zìn zìn - tlinh.mp3,3COYA2vgfcUhDyRlVpZy5p,negative,-0.0189,positive,0.9908,positive,682.0,0.437,229.0,237.0,23.0
phóng đổ tim em - wren evans.mp3,2kauMp3YNHXULGXyJh4321,positive,0.0207,positive,0.8706,positive,301.0,0.3555,106.0,99.0,8.0
phù đổng thiên vương - đức phúc.mp3,67jiVyc7mvmHmxS9EEPNFU,neutral,-0.0083,positive,0.8332,neutral,158.0,0.7785,73.0,46.0,10.0
phút ban đầu - vũ..mp3,3LGNVNZeEIUwdzDvnUO73V,negative,-0.0642,positive,0.946,negative,213.0,0.4319,72.0,63.0,20.0
phải chi lúc trước anh sai - isaac.mp3,41RAGAkbmvoT6ildIZb0AM,negative,-0.0545,positive,0.761,negative,122.0,0.7869,35.0,35.0,7.0
phải chăng em đã yêu (feat. redt) - juky san.mp3,3i02vLHwlt14hNJtdXmeM7,positive,0.0133,positive,0.9853,positive,341.0,0.4399,108.0,108.0,25.0
phải lòng anh - min.mp3,0jO5H5vCoXKmOAchp2Lwbu,positive,0.0292,positive,0.9663,positive,562.0,0.21,166.0,165.0,21.0
phải viết bao nhiêu bản tình ca - min.mp3,5D7MGNckkAAGAiDqUDFclP,neutral,-0.0051,positive,0.7654,neutral,273.0,0.3993,93.0,85.0,18.0
phố không em - việt anh.mp3,3IgjM5Z4xVZkTQvAQJYosk,negative,-0.0249,neutral,0.6092,negative,183.0,0.6995,68.0,51.0,12.0
pin dự phòng - dương domic.mp3,29Tj2R8sZZ3fzlXZVe1OyY,negative,-0.0413,negative,0.9642,negative,474.0,0.3207,149.0,163.0,28.0
pray for - wxrdie.mp3,30GWQ6VADULEZ3m5xWWaKU,neutral,-0.0029,positive,0.8337,neutral,519.0,0.4778,184.0,206.0,19.0
psycho - coolkid.mp3,5l4bJsSFiZv5GYf50gsTK3,negative,-0.0195,positive,0.8317,negative,451.0,0.4412,154.0,138.0,22.0
puppy flavor - puppy.mp3,7aYTwP9mIflBg5QvFyonZr,negative,-0.013,neutral,0.9231,negative,443.0,0.6343,124.0,143.0,22.0
qua khung cửa sổ - chillies.mp3,5tuggdTrO21Wi9ydcyUXlX,negative,-0.0409,positive,0.8497,negative,265.0,0.3925,79.0,85.0,7.0
qua ngay mai - tiên tiên.mp3,0w92LdtyDUZvIx78LUqWCM,positive,0.0119,positive,0.8994,positive,116.0,0.2414,45.0,20.0,9.0
qua vài câu chuyện tình - gigi hương giang.mp3,66vFmdkQQt7N078gowFxwf,negative,-0.0234,positive,0.786,negative,254.0,0.4606,83.0,74.0,9.0
quay đi quay lại (feat. hieuthuhai) - anh trai say hi.mp3,07d8eaOuAWdC0DANq3tdPd,neutral,-0.0033,positive,0.9228,neutral,583.0,0.3259,166.0,199.0,15.0
quyền yếu đuối - miina.mp3,5hxSgb5GRPvcjg06W4C3cF,negative,-0.0137,positive,0.7462,negative,260.0,0.4692,81.0,81.0,19.0
quá muộn - min.mp3,1rT8AzuWBXNbB6BFrGmxYV,negative,-0.1033,positive,0.6684,negative,281.0,0.4021,78.0,87.0,12.0
